Location,Hospital_Name,State,District,Pincode
"Delhi Road,OppositeC.R. Poly Technic",Sun Flag Super Speciality Hospital and Trauma Centre,Haryana,Rohtak,124001
"37, Huda Complex Near Surya Hotel",Verma Nursing Home,Haryana,Rohtak,124001
"318/25,Medical More,OppositeChand Health Club",Life Care Hospital,Haryana,Rohtak,124021
Asthal Bohar,Sh. Baba Mast Nath Charitable Hospital,Haryana,Rohtak,124021
Near Bhiwani Stand Meham,Anirudh Hospital,Haryana,Rohtak,124112
"Main Bazar, Meham",Jiwan Clinic and Nursing Home,Haryana,Rohtak,124112
"Road, Kalanaur",Pawan Children S Hospital,Haryana,Rohtak,124113
"Delhi Road, 101, Opposite Liberty Theatre, Subhash Naga",Dr.Gogias Super Speciality Dental Care Centre,Haryana,Rohtak,124001
"Makroli House, Sonipat Road","Eye-Q Super Speciality Eye Hospitals, Rohtak",Haryana,Rohtak,124001
"Near Mohan Petrol Pump, Sukhpura Chowk to Ghana, Panipat Road",City Super Speciality Hospital,Haryana,Rohtak,124001
"926, Vijay Park (Jhang Colony)",Ishwar Eye Centre\n,Haryana,Rohtak,124001
"Near Gurudwara, Bhiwani Stand",Oxygen Hospital,Haryana,Rohtak,124001
Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Haryana,Rohtak,124001
"Jind Bypass Chowk, Jind Road, Jind Road",Shanti Maternity and Nursing Home\n,Haryana,Rohtak,124001
"Opposite C.R.Poly, Delhi Road",Sunflag Hospital,Haryana,Rohtak,124001
"318/25, Medical More, OppositeChand Health Club","Life Care Hospital, Rohtak",Haryana,Rohtak,124021
Asthal Bohar,Shri Baba Mast Nath Charitable Hospital,Haryana,Rohtak,124021
Brahmanwas-,Gaur Brahman Ayurvedic College,Haryana,Rohtak,124001
"Bhagat Singh Market, Kalanwali",Jag Hospital,Haryana,Sirsa,125055
Hisar Road,Talwar Nursing Home,Haryana,Sirsa,125055
Near Railway Crossing & Bus Stand,Advanced Lasik Laswe Centre,Haryana,Sirsa,125077
"Neaar Gar Ultrasound,Circular Road",Amit Wasil Eye Hospital,Haryana,Sirsa,125077
Circular Road,Apex Hospital and Research Center - Rsby,Haryana,Sirsa,125077
"Dabwali Road, Near Maruti Showroom",Astha Hospital,Haryana,Sirsa,125077
"Circular Road, Near Sangwan Chowk",Azad Surgical Hoispital,Haryana,Sirsa,125077
Janta Bhawan Road,Baba Bihari Netralaya - Rsby,Haryana,Sirsa,125077
Valmiki Chowk,Bansal Nursing Home - Rsby,Haryana,Sirsa,125077
"Begu Road,Near Aggarsein School",Bhagwati Hospital,Haryana,Sirsa,125077
Shiv Chowk,Bikaner Nursing Home - Rsby,Haryana,Sirsa,125077
Behind Gandhi Market,Bishnoi Nursing Home,Haryana,Sirsa,125077
"Dabwali Road, Satyam Complex",Care Hospital,Haryana,Sirsa,125077
"Opposite Aggrasain Park, Ambedkar Chowk",Chaudhary Ortho and General Hospital - Rsby,Haryana,Sirsa,125077
Near Sangwan Circle,Dayal Hospital,Haryana,Sirsa,125077
"Near Sangwan Chowk, Mal Godown Road",Dmc Hospital,Haryana,Sirsa,125077
"Sangwan Chowk, Dabwali Road",Dr Mohar Singh Surgical Hospital,Haryana,Sirsa,125077
"Dabwali Road, Near Sangwan Chowk",Dr V P Goyal Holy Nursing Home - Rsby,Haryana,Sirsa,125077
"Under Railway Over Bridge, Hisar Road",Dr. Praveen Eye Hospital and Research Centre,Haryana,Sirsa,125077
"Opposite  Club, Dabwali Raod",Ganga Multispeciality Hospital,Haryana,Sirsa,125077
Janta Hospital Road,Garg Children Hospital - Rsby,Haryana,Sirsa,125077
Near F Block,General Hospital,Haryana,Sirsa,125077
Near Sangwan Square,Jagdish Nursing Home And Heart Care Center,Haryana,Sirsa,125077
"Infront Of R.S.D. Scool,Dabwali Road",Jhunthra Hospital,Haryana,Sirsa,125077
Opposite Surkhab Tourism Hissar Road,Jyani Maternity and Children Hospital - Rsby,Haryana,Sirsa,125077
Dabwali Road,Khurane Child Health Care and Neonatology Center / Khurana Bal Avam Navjat Shishu Rog Upchar Kendra / Khurana Nursing Home,Haryana,Sirsa,125077
"R. S. D. Colony, Dabwali Road",Life Care Hospital - Rsby,Haryana,Sirsa,125077
Lalbatti Chowk Opp Town Park,Mediciti Hospital,Haryana,Sirsa,125077
"Sagwan Chowk,Dabwali Road",Metro Hospital -Heart Care Centre and General Hospit,Haryana,Sirsa,125077
"Near Apex Hospital, Circular Road",Neeraj Orthopaedic And Dental Hospital,Haryana,Sirsa,125077
"64/2, Dabwali Road",New City Hospital,Haryana,Sirsa,125077
"Mal Godown Road, Near Sangwan Chowk",Patiyala Hospital / Patiala Nursing Home - Rsby,Haryana,Sirsa,125077
"Near Surkhab Chowk, Hisar Road",Poonia Hospital / Poonia Nursing Home and Heart Care Center - Rsby,Haryana,Sirsa,125077
"Hisar Road, Opposite Tula Ram Dharamshala",Raj Maternity and G.K. Nursing Home,Haryana,Sirsa,125077
"Sagwan Chowk, Dabwali Road, N.H-10",Rajendra Children Hospital,Haryana,Sirsa,125077
"Dabwali Road, Sangwan Chowk Opp Bansal Mariage Palace",Sama Nurshing Home,Haryana,Sirsa,125077
"Under Railway Over Bridge,Hissar Road",Sanjivani Hospital (Multi and Super Speciality Hospital),Haryana,Sirsa,125077
"Dabwali Road,",Santosh Hospital and Maternity Home,Haryana,Sirsa,125077
Dabwali Road,Satyam Hospital,Haryana,Sirsa,125077
Near Shah Satnam Ji Dham,Shah Mastana Ji Allopathic Hospital / Shah Satnamji Speciality Hospital,Haryana,Sirsa,125077
"Behind Radha Swami Satsang Ghar, Hissar Road",Sidhu Nursing Home,Haryana,Sirsa,125077
"Opposite Town Park, Dabwali Road",Sigma Surgical and General Hospital - Rsby,Haryana,Sirsa,125077
"Circular Road, Near Sangwan Chowk",Sihag Children Hospital,Haryana,Sirsa,125077
"Parshuram Chowk,Near Radha Swami Sant Sanghar,Hisar Road",Sindhu Nursing Home,Haryana,Sirsa,125077
"Sangwan Chowk, Dabwali Road",Soni Orthopaedic Hospital,Haryana,Sirsa,125077
Janta Hospital Road,Sri Shyam Hospital and Maternity Home,Haryana,Sirsa,125077
Dabwali Road Near Hero Honda Showroom,Surya Eye and General Hospital - Rsby,Haryana,Sirsa,125077
Hissar Road,Tomar Nursing Home / Tomer Nursing Home - Rsby,Haryana,Sirsa,125077
Mandi Dabwali,Agnihotri Surgical and Maternity Hospital,Haryana,Sirsa,125104
"Chautala Road,Near Bishnoi DharmshalaMandi Dabwali",Bikaner Children Hospital,Haryana,Sirsa,125104
Sama Nursing Home Dabwali Road,Sharma Nursing Home,Haryana,Sirsa,125104
"Gole Bazar,Mandi Dabwali",Singla Maternity and Nursing Home,Haryana,Sirsa,125104
"Under Railway over bridge, Hissar Road",Sanjivani Hospital,Haryana,Sirsa,125055
Circular Road,Apex Hospital,Haryana,Sirsa,125055
Circular road near Balmiki Chowk,Bansal Hospital,Haryana,Sirsa,125055
"Shiv Chowk, Circular Road",Neeraj Hospital,Haryana,Sirsa,125055
"Sangwan Chowk, N.H -10",Sangwan Nursing Home,Haryana,Sirsa,125055
"Opposite Suraj Cinema, Dabwali Road\n",Navjeevan Children Hospital,Haryana,Sirsa,125055
"Panjuana-Kharia Road, Jodhpuria, Sirsa, Haryana, Phone-, Fax-\n",Ayujyoti Ayurvedic College and Hospital\n,Haryana,Sirsa,125055
"4th Milestone, Hisar Road",Rajendra Institute,Haryana,Sirsa,125055
Under Railway over bridge,Dr. Praveen Eye Hospital and Research Centre,Haryana,Sirsa,125005
"Surkhab Chowk.opp Tularam, Dharamshalla",Poonia Hospital,Haryana,Sirsa,125005
Valmiki Chowk,Bansal Nursing Home,Haryana,Sirsa,125005
"Color Road, Mandi Dabwali",Bagla Eye Hospital and Laser Centre,Haryana,Sirsa,125104
"Near Shah Satnam ji, Dham",Shah Satnam Ji Speciality Hospital,Haryana,Sirsa,125055
"Near Shah Satnam ji, Dham, Sirsa",Poojaneeya Mata Aas kaur Ji Ayurvedic Hospital\n,Haryana,Sirsa,125055
"Near Shah Satnam ji, Dham","Param Pita Ji Ke Sahibjade Aur Sahibjadean  Bhai Ranjeet Singh Ji, Bibi Jagjit Kaur, Behan Sehaj Naturopathy Hospital",Haryana,Sirsa,125055
"Opp Atlas Mandir,Atlas Road",Aarogyadham Charitable Eye Hospital (A Unit Of Aar,Haryana,Sonipat,131001
"Railway Road, Near Truck Union, Ganaur",Aggarwal Hospital,Haryana,Sonipat,131001
"Sikka Colony, Delhi Road, Opposite Huda Commercial Centre",Aneja Hospital and Bhogal Ortho Centre,Haryana,Sonipat,131001
"Baroda Road, Near Csc Gohana",Arpit Hospital,Haryana,Sonipat,131001
Atlas Road,Arya Eye Hospital,Haryana,Sonipat,131001
"Mittal Nursing Home, Model Town",Asharfi Devi Medical (P) Ltd,Haryana,Sonipat,131001
"Near Lg Showroom, Vivekanand Chowk Delhi Road",Astha Hospital,Haryana,Sonipat,131001
"226 - 227, Sector - 14",Bansal Nursing Home,Haryana,Sonipat,131001
"Old D. C. Road,Near Bus Stand",Batra Nursing Home and Heart Care Centre,Haryana,Sonipat,131001
"Green Crescent, Opposite Sector - 14",Bharat Hospital - Sonepat,Haryana,Sonipat,131001
"Sampla Road, Kharkodha",Bhardwaj Maternity Hospital,Haryana,Sonipat,131001
Kalan,Bps Government Medical College For Women Khanpur,Haryana,Sonipat,131001
"Kath Mandi, Rohtak Road",Chauhan Hospital,Haryana,Sonipat,131001
Atlas Road,Chhabra Nursing Home,Haryana,Sonipat,131001
Gohana Road,City Hospital,Haryana,Sonipat,131001
Old D.C. Road,Dahiya Hospital,Haryana,Sonipat,131001
"Thana Kalan Road, Kharkhoda",Dahiya Surgical Hospital,Haryana,Sonipat,131001
Murthal Road,Darya Ram Hospital,Haryana,Sonipat,131001
"Adarsh Nagar, Near Chintapurni Mandir",Dn Sharma Hospital Pvt Ltd,Haryana,Sonipat,131001
"Ward No. 3, Rohtak Road, Kharkhoda",Dr Sethis Amar Hospital,Haryana,Sonipat,131001
846/15D Ashok Nagar,Dr. J.P. Singh,Haryana,Sonipat,131001
Kharkhoda,Dr. Satbir Dahiya Surgical Hospital,Haryana,Sonipat,131001
"Hem Nagar, Delhi Road",Dua Nursing Home,Haryana,Sonipat,131001
"Near Bus Stand, Gohana",Gaj Raj Hospital,Haryana,Sonipat,131001
"Near Court,Jhajjar","General Hospital, Bahadurgarh",Haryana,Sonipat,131001
"Bawa Tarana Road, Khanna Colony",Girdhar Hospital,Haryana,Sonipat,131001
"Sikka Colony, Delhi Road",Gujaria Hospital,Haryana,Sonipat,131001
"Opp, Sector-14",Gupta Nursing Home,Haryana,Sonipat,131001
Sarang Road,Handa Hospital and Heart Care Centre,Haryana,Sonipat,131001
Opposite Bus Stand,Haryana Multispeciality Hospital - Sonipat,Haryana,Sonipat,131001
Industrial Area,J.K Hindu Charitable Hospital,Haryana,Sonipat,131001
Sector- 14,Jankidas Kapur Memorial Hospital,Haryana,Sonipat,131001
Mandi,Janta Charitable Hospital,Haryana,Sonipat,131001
"Near Mission Chowk, Tika Ram Road",Kalawati Hospital,Haryana,Sonipat,131001
"Gohana Road, Opp Malviya School, Near Nandi Chowk",Krishnawati Hospital,Haryana,Sonipat,131001
Industrial Area,Lala Jai Kishan Hindu Charitable Hospital,Haryana,Sonipat,131001
"Mahavir Colony, Purkhas Adda",Malik Hospital,Haryana,Sonipat,131001
"11-E, Khanna Colony, Opposite Petrol Pump, Bawa Tarana Road",Maniktalia E.N.T. Hospital,Haryana,Sonipat,131001
Delhi Road,Memorial Hospital,Haryana,Sonipat,131001
"Opposite Civil Hospital, Baroda Road, Gohana",Metro Hospital and Trauma Centre - Gohana,Haryana,Sonipat,131001
Model Town,Mittal Nursing Home,Haryana,Sonipat,131001
"Devi Lal Chowk, Ganaur",Moolchand Jain Hospital,Haryana,Sonipat,131001
"Ambala Road, Near Bus Stand",Mukhi Hospital and Nursing Home Pvt. Ltd.,Haryana,Sonipat,131001
Near Kalupur Chungi,Navjeevan Hospital,Haryana,Sonipat,131001
Hem Nagar Delhi Road,New Dua Nursing Home,Haryana,Sonipat,131001
Adarsh Nagar,Patil Nursing Home,Haryana,Sonipat,131001
1007 Sector 14,Raj Child Health Care and Immunization Centre,Haryana,Sonipat,131001
"Bahalgarh,  Road, Bahalgarh, Near-Nh-1",Rama Hospital,Haryana,Sonipat,131001
"Road, Bahalgarh",Rama Multispeciality Hospital,Haryana,Sonipat,131001
"Ind. Area, Rohtak Road",Rawal Multi Speciality Hospital,Haryana,Sonipat,131001
"209-L, Model Town, Atlas Road, Near Bulbul Restaurant",S.M. Hospital Dental and Chest Care Centre,Haryana,Sonipat,131001
"OppositeD.C. Jain High School,Near Sec - 23,Malhana Road",Sarita Jain Hospital,Haryana,Sonipat,131001
"1138, Sector -14 Main Road Between Sector-14-15",Satya-Om Eye and Maternity Hosptal,Haryana,Sonipat,131001
"112-113, T.P Scheme, Delhi Road,., Near Hero Honda Showroom",Saxena Multispeciality Hospital Pvt Ltd. / Saxena Nursing Home and Ultrasound Centre / Saxsena Clinic,Haryana,Sonipat,131001
"Rathandhana Road, Rathandhana Road",Sehrawat Hospital,Haryana,Sonipat,131001
"Rohtak Road,Kharkhoda",Sethi Amar Hospital Heart and Maternity Centre,Haryana,Sonipat,131001
"D/8, Khanna Colony, Bawa Tarana Road",Sharma Eye Hospital,Haryana,Sonipat,131001
"Railway Road, Near Vishwakarma Mandir Ganaur",Sharma Hospital,Haryana,Sonipat,131001
Dev Nagar,Shiva Hospital / Shiva Krupa Eye Hospital and General Nursing Home,Haryana,Sonipat,131001
Pukhas Adda,Sikri Hospital,Haryana,Sonipat,131001
"Khewra Road, Bahalgarh",Smt. Angoori Devi Ortho and General Hospital,Haryana,Sonipat,131001
"Opposite Railway Fly Over, Old D.C. Road",Vaishnav Nursing Home,Haryana,Sonipat,131001
"145-46, T.P. Scheme No. 15, Delhi Road, Near Civil Hospital",Vardhman General Hospital,Haryana,Sonipat,131001
"32 Mile Stone G. T. Karnal Road, Kundli",Parnami Ortho and Spine Hospital,Haryana,Sonipat,131028
"Bus Stand,Rohtak Road,Gohana",Archana Hospital,Haryana,Sonipat,131301
"Opp Civil Hospital,Baroda Road,Gohana",Dr. Guptas Children Hospital and General Nursing Hom,Haryana,Sonipat,131301
"Ashok Nagar,Gohana",General Hospital,Haryana,Sonipat,131301
"Bus Stand,Gohana",Gohana Hospital,Haryana,Sonipat,131301
Gohana,Sajni Nursing Home,Haryana,Sonipat,131301
Old Bus Stand Gohana,Setiya Nursing Home,Haryana,Sonipat,131301
"Patel Basti, Anaj Mandi Gohana",Shiv Sanjivani Nursing Home,Haryana,Sonipat,131301
"K.Plaza, Atlas Road, Near State Bank of India","Eye-Q Super Speciality Eye Hospitals, Sonipat",Haryana,Sonipat,131001
"112  113, T.P.Scheme, Delhi Road",Saxena Multispeciality\nHospital,Haryana,Sonipat,131001
"Namaste Chowk, Ganaur",Mool Chand Jain Hospital,Haryana,Sonipat,131101
Sonepat,"BPS GovernmentMedical College, Khanpur Kalan",Haryana,Sonipat,131305
"Medical Enclave, Chandigarh Road, Tohana",Rajan Eye Hospital and Laser Centre,Haryana,Fatehabad,125120
"Huda, Sector-18 Road, Jagadhri",Aarogyam Hospital,Haryana,Yamunanagar,135001
"Road, Jain Nagar Behind Mahendra Hospital,Near Sapphire Hotel",Aastha Hospital,Haryana,Yamunanagar,135001
Jagadhari,Christian Hospital,Haryana,Yamunanagar,135001
"Opp Gupta Petrol Pump, Near Dimple Cinema Ynr Road, Jagadhri",Deswal Hospital Childrens and Maternity Centre,Haryana,Yamunanagar,135001
"Puran Vihar, Jagadhri",Garg Ent Hospital,Haryana,Yamunanagar,135001
"Sawanpuri, Road,Jagadhri",Goel Hospital,Haryana,Yamunanagar,135001
"Near District Court, Byepass Road, Sector-17,Huda, Jagadhri",Jain Hospital,Haryana,Yamunanagar,135001
"Brain, Spine & Taruma Centre,Sector-17 Huda ,Jagadhari",Jindal Hospital,Haryana,Yamunanagar,135001
"Chhachhrauli Road, Near Buria Chowk, Jagdhari",Kapoor General and Maternity Hospital,Haryana,Yamunanagar,135001
"Near Civil Hospital,Jagadhri",Mittal Hospital,Haryana,Yamunanagar,135001
"Opp Sapphire Hotel, RoadSawanpuri ,Jagadhari",Paras Hospital,Haryana,Yamunanagar,135001
"Near Dimple Cinema,  Road, Jagadhri",S.K. Hospital - Jagadhri,Haryana,Yamunanagar,135001
"Opposite Saraswati School, Chhachhrauli Poanta Road, Jagadhri. 39,Shiv Puri Colony, Jagadhri",S.P.Infertility and Surgical Centre Pvt. Ltd. / S.P. Hospital,Haryana,Yamunanagar,135001
"Bilaspur Bye Pass Road,Jagadhri",Sabbarwal Hospital,Haryana,Yamunanagar,135001
"1, Jain Nagar, Opp Sapphire Hotel Jagadhri Road",Aashirwad Hospital,Haryana,Yamunanagar,135002
Main Jagadhri Road,Aggarwal Hospital,Haryana,Yamunanagar,135002
"Ram Nagar,Near Bhai Kanahya Sahib Chowk",Arvinde Eye Hospital,Haryana,Yamunanagar,135002
"Gobindpuri Road,Near J.K Residency",Bharti Psychiatric Hospital,Haryana,Yamunanagar,135002
"409-L, Sarni Chowk",Chadha Hospital,Haryana,Yamunanagar,135002
Jagadhri- Bye Pass Road Sector-17,City Hospital,Haryana,Yamunanagar,135002
Behind Telephone Exchange,Dayasheel Hospital,Haryana,Yamunanagar,135002
"Near Madhu Hotel, Gobindpuri Road, Circular Road",Dr R K Gupta Hospital,Haryana,Yamunanagar,135002
"Jabbiwala Gurudwara,Near Kanhiya Sahib Chowk,Model Town",Dr Sandeep Kalra Hospital,Haryana,Yamunanagar,135002
"Work Shop Road, Near Bus Stand, Opp Petrol Pump",Dr. Puran Chand Memorial Dental and Eye Hospital,Haryana,Yamunanagar,135002
"Near Hotel Saffire, Gupta Petrol Pump, Railway Station",Eye Q Super Speciality Eye Hospitals,Haryana,Yamunanagar,135002
"Workshop Road, Near I.T.I",Friends Integrated Hospital,Haryana,Yamunanagar,135002
Bypass Road,Gaba Hospital,Haryana,Yamunanagar,135002
"399, Model Colony  399 , Model Colony",Gautam Hospital,Haryana,Yamunanagar,135002
Goyal Eye Care Centre Opposite Dimple Cinema Jagadhari,Goyal Eye Care,Haryana,Yamunanagar,135002
"169,Sarojini Colony,Phase-1,Near Bus Stand",Gulati Hospital,Haryana,Yamunanagar,135002
"Near Luxmi Theater, Jagadhi Road",Jp Hospital,Haryana,Yamunanagar,135002
92 - B/R Rickshaw Chowk Model Town,Kalra Eye and Maternity Hospital,Haryana,Yamunanagar,135002
Cmc Complex Jagadhri Puran Vihar,Kohli Hospital,Haryana,Yamunanagar,135002
Kanhaiya Sahib Chowk Bye Pass Road,Life Line Care Multi Speciality Hospital,Haryana,Yamunanagar,135002
Madan Chowk Madel Town,Madan Memorial Children Hospital,Haryana,Yamunanagar,135002
Opposite Santpura Gurudwara,Mago Maternity and Children Hospital,Haryana,Yamunanagar,135002
"Model Town,",Mahairshi Dayanand Maternity and General Hospital,Haryana,Yamunanagar,135002
"Mela Singh Chowk, Model Town",Mahajan Hospital,Haryana,Yamunanagar,135002
"1, Sarojani Colony, Phase - 1",Masih Hospital,Haryana,Yamunanagar,135002
"Bye Pass Road, Adjacent Sant Nischal Singh Public School",N.K. Urology Centre And Stone Clinic,Haryana,Yamunanagar,135002
"72,Luxmi Garden,Near-I.T.I",R.R Free Seva Hospital Eye Hospital,Haryana,Yamunanagar,135002
"Bhal Kanahiya Sahib Chowk,Bye Pass Road",Raj Hospital,Haryana,Yamunanagar,135002
"Near I.T.I, Railway Workshop Road",Rajan Hospital,Haryana,Yamunanagar,135002
"Mandi Road, Radaur",Rama Nursing Home,Haryana,Yamunanagar,135002
"Govindpuri Road, Near Kanhaiya Sahib",Rana Hospital,Haryana,Yamunanagar,135002
Civil Hospital Sonepat (Government) M. L. General Hospital,Rattan Multi Speciality Hospital and Clinical Lab,Haryana,Yamunanagar,135002
"Near Dav Dental College,Model Town",Ravi Hospital,Haryana,Yamunanagar,135002
"Previous Sahney Hospita,Opp City Police Station,Near Sarni ChowkModel Town",Rishi Ram Memorial Hospital,Haryana,Yamunanagar,135002
72 Luxmi Garden,Roop Rani Free Sewa Eye Hospital,Haryana,Yamunanagar,135002
Govindpuri Sarni Chowk,Sanjeevani Hospital,Haryana,Yamunanagar,135002
"Gupta Colony, Near Bhai Kanhayia Sahib Chowk",Sanjivani Hospital,Haryana,Yamunanagar,135002
Near Bhai Kanhiya Sahib Chowk,Santosh Hospital,Haryana,Yamunanagar,135002
"481 -R,Model TownOpposite City Police Station",Sawhney Hospital,Haryana,Yamunanagar,135002
Jourian,Shri Suresh Chandra Memorial Eye and General Hospit,Haryana,Yamunanagar,135002
"5-6, Tagore Graden.Opp Hanuman Mandir,Bye Pass Road",Sihint E.N.T Hospital,Haryana,Yamunanagar,135002
"92-B/R,Model Town",Smt. Shanti Devi Kalra Eye and Maternity Hospital,Haryana,Yamunanagar,135002
Opposite Madhu Motors,Sudhir Children andMaternity Hospital,Haryana,Yamunanagar,135002
Jagadhari Road,Waryam Singh Hospital,Haryana,Yamunanagar,135002
"National Highway 73A, Basant Nagar, Jagadhri",Aggrawal Hospital,Haryana,Yamunanagar,135003
"Puran Vihar, Near Dimple Cinema, Jagadhri",Bansal Eye Hospital,Haryana,Yamunanagar,135003
"Civil Lines Rd, Gomti Mohalla, Jagadhri",Civil Hospital,Haryana,Yamunanagar,135003
"Civil Lines, Jagadhri",Dua Nursing Home,Haryana,Yamunanagar,135003
Jagadhari,General Hospital,Haryana,Yamunanagar,135003
"National Highway 73A, Basant Nagar, Jagadhri",Kapil Hospital,Haryana,Yamunanagar,135003
"Jain Nagar, Jagadhri-135003, National Highway 73A, Huda Sector 17, Huda, Jagadhri",Mahendra Hospital / Mahendru Hospital,Haryana,Yamunanagar,135003
"Near Bhai Manasa Singh Gurudwara, Buria GateJagadhri",Manocha Hospital,Haryana,Yamunanagar,135003
"Near Bus Stand Bye Pass Road, Jagadhri",Rameshwar Dass Memorial Hospital,Haryana,Yamunanagar,135003
"Near Primary School,Gobind Puri",Santosh Hospital,Haryana,Yamunanagar,135003
"Near 965 P, Sector-17, Huda, Jagadhari",Sh O P Memorial Jain Hospital,Haryana,Yamunanagar,135003
"Bilaspur Road, Jagadhri",Tilak Raj Chhabra Memorial Hospital,Haryana,Yamunanagar,135003
"Ambala Road, Jagadhari",Vignesh Hospital,Haryana,Yamunanagar,135003
"Vishal Nagar,  Road, Jagadhari",Vishal Hospital,Haryana,Yamunanagar,135003
"Basant Nagar, Jagadhri",Esi Hospital,Haryana,Yamunanagar,135106
"ESIC Building, Jagadiri, Yamunanagar\n","ESI Hospital, Jagadiri",Haryana,Yamunanagar,135003
Near Sapphire Hotel\n,"Eye-Q Super Speciality Eye Hospitals, Yamunanagar",Haryana,Yamunanagar,135003
"Sector-17, Huda, Jagadhari",Jindal Hospital,Haryana,Yamunanagar,135001
"Near Luxmi Theater, Jagadhi Road",J P Hospital,Haryana,Yamunanagar,135001
Rampur,Ayurvedic Hospital,Himachal Pradesh,Shimla,0
Rohru,Ayurvedic Hospital,Himachal Pradesh,Shimla,0
Rohru Shimla,Civil Hospital,Himachal Pradesh,Shimla,0
Chopal,Civil Hospital,Himachal Pradesh,Shimla,0
